Order_ID,Customer_name,Gender,Age,Meal,Residence_in_busy_location,Google_maps_accuracy,Cuisine,Item,Good_road_condition,Delivered_temperature,Location,Subscription,Subscription Cost,Mode,Quantity_size,Freshness,Food_quality,Customer Placed Order time,Order Accepted by Restaurant time,Driver at Restaurant Datetime,Delivered to Consumer Datetime,Wait Time in minutes,Meal Price,Order Quantity,delivery fee,Delivery fee,Total Price,Service Fee,Tax,Final Price,Number of Claims,Complain Resolved,Complaints Resolved,Number of Open Complaints,Amount of Refund for resolved complaint
98574,William Caywood,Male,24,Lunch,Yes,No,Japanese,Ramen,Yes,Room,Urban,Premium,101.9,Bike,Medium,High,Good,2023-01-13 22:09:52,2023-01-13 22:14:04,2023-01-13 22:21:40,2023-01-13 22:31:58,22,14.04,5,0.0,,70.19999999999999,7.721999999999999,10.178999999999998,,7,10,7,0,112.53059999999999
33038,Kenneth Christopherso,Male,41,Dinner,No,Yes,Japanese,Cake,No,Cold,Urban,Premium,101.9,Car,Medium,High,Good,2023-01-10 07:17:01,2023-01-10 07:21:50,2023-01-10 07:31:21,2023-01-10 07:46:39,29,6.84,5,0.0,,34.2,3.7620000000000005,4.959,,7,12,5,2,39.159000000000006
33040,Christine Hugle,Female,32,Lunch,Yes,No,Chinese,Bubble Tea,Yes,Room,Subarban,Basic,50.9,Car,Medium,Low,Bad,2023-01-29 10:06:13,2023-01-29 10:08:16,2023-01-29 10:15:53,2023-01-29 10:30:17,24,3.17,3,2.99,,9.51,1.0461,1.37895,,13,4,10,3,36.2965
65810,John Leach,Male,67,Dinner,No,No,Chinese,Noodles,Yes,Room,Subarban,Free,0.0,Bike,Medium,High,Good,2023-01-06 09:15:21,2023-01-06 09:18:17,2023-01-06 09:28:49,2023-01-06 09:42:15,26,12.16,1,,3.99,12.16,1.3376000000000001,1.7631999999999999,19.250799999999998,19,7,12,7,167.07840000000002
65816,Lisa Dvorak,Female,33,Breakfast,Yes,Yes,Chinese,Dumpling,No,Room,Urban,Monthly Premium,9.99,Bike,Small,High,Good,2023-01-31 03:43:21,2023-01-31 03:48:54,2023-01-31 03:57:25,2023-01-31 04:11:37,28,8.31,4,0.0,,33.24,3.6564,4.8198,,17,13,13,4,123.69435
98589,Marie Martinez,Female,39,Lunch,No,Yes,Italian,Risotto,Yes,Hot,Urban,Free,0.0,Car,Medium,High,Good,2023-01-26 14:16:06,2023-01-26 14:20:45,2023-01-26 14:29:35,2023-01-26 14:41:42,25,13.1,3,,5.99,39.3,4.3229999999999995,5.698499999999999,55.3115,12,12,11,1,164.9945
33054,Bruce Javier,Male,37,Dinner,No,Yes,Japanese,Ramen,Yes,Room,Subarban,Free,0.0,Car,Small,High,Good,2023-01-06 07:00:25,2023-01-06 07:03:46,2023-01-06 07:13:46,2023-01-06 07:26:25,26,16.23,1,,3.99,16.23,1.7853,2.35335,24.358649999999997,1,14,0,1,0.0
65825,Roy Wright,Male,45,Dinner,Yes,Yes,Chinese,Noodles,Yes,Cold,Urban,Free,0.0,Car,Small,Low,Bad,2023-01-09 16:35:34,2023-01-09 16:39:49,2023-01-09 16:49:30,2023-01-09 17:03:04,27,10.32,3,,3.99,30.96,3.4056,4.489199999999999,42.8448,11,8,10,1,118.164
65827,Sandra Freeman,Female,30,Breakfast,Yes,Yes,Indian,Biryani,No,Room,Urban,Monthly Premium,9.99,Car,Medium,High,Good,2023-01-29 18:34:37,2023-01-29 18:40:18,2023-01-29 18:51:01,2023-01-29 19:04:13,29,17.6,2,0.0,,35.2,3.8720000000000003,5.104,,2,16,1,1,20.152
98600,Jenae Noel,Female,20,Dinner,Yes,Yes,Italian,Pizza,No,Hot,Rural,Basic,50.9,Car,Medium,High,Good,2023-01-31 17:59:22,2023-01-31 18:02:30,2023-01-31 18:10:57,2023-01-31 18:21:46,22,10.35,4,1.99,,41.4,4.554,6.002999999999999,,1,1,0,1,0.0
65840,Walter Mcnamara,Male,27,Dinner,Yes,No,Italian,Pasta,No,Hot,Subarban,Monthly Premium,9.99,Car,Small,High,Good,2023-01-14 14:31:36,2023-01-14 14:34:11,2023-01-14 14:44:37,2023-01-14 14:56:49,25,14.67,2,0.0,,29.34,3.2274,4.2543,,9,11,9,0,151.17435
65841,Michael Elderidge,Male,51,Breakfast,Yes,No,Thai,Pad Thai,No,Room,Subarban,Monthly Basic,4.99,Car,Small,High,Good,2023-01-01 04:51:41,2023-01-01 04:56:41,2023-01-01 05:05:36,2023-01-01 05:16:55,25,8.66,1,1.99,,8.66,0.9526,1.2557,,18,10,12,6,118.9884
98614,Karon Carroll,Female,18,Breakfast,No,No,Greek,Moussaka,Yes,Hot,Urban,Premium,101.9,Car,Large,High,Good,2023-01-28 21:10:32,2023-01-28 21:14:45,2023-01-28 21:25:02,2023-01-28 21:36:56,26,12.01,2,0.0,,24.02,2.6422,3.4829,,15,7,11,4,151.26594999999998
98618,Joseph Matheny,Male,48,Lunch,No,No,Indian,Palak Paneer,No,Hot,Urban,Free,0.0,Car,Small,High,Good,2023-01-23 21:40:02,2023-01-23 21:44:48,2023-01-23 21:53:17,2023-01-23 22:06:50,26,13.36,4,,5.99,53.44,5.8784,7.748799999999999,73.0572,10,3,7,3,107.0804
65853,Wesley Lighthill,Male,23,Lunch,Yes,Yes,Mexican,Tequila,Yes,Cold,Urban,Monthly Basic,4.99,Car,Medium,High,Good,2023-01-26 05:13:08,2023-01-26 05:15:32,2023-01-26 05:22:50,2023-01-26 05:36:37,23,11.0,4,0.99,,44.0,4.84,6.38,,9,16,8,1,100.76
33095,Homer Rynn,Male,45,Dinner,Yes,Yes,Chinese,Peking Duck,Yes,Cold,Subarban,Free,0.0,Car,Small,Low,Bad,2023-01-26 09:53:08,2023-01-26 09:56:28,2023-01-26 10:04:02,2023-01-26 10:19:19,26,38.19,2,,3.99,76.38,8.4018,11.075099999999999,99.84689999999999,18,10,12,6,524.7306
98640,Daniel Young,Male,19,Breakfast,No,No,Greek,Souvlaki,Yes,Cold,Subarban,Free,0.0,Car,Large,Low,Bad,2023-01-01 14:17:36,2023-01-01 14:22:00,2023-01-01 14:30:05,2023-01-01 14:41:30,23,14.1,3,,3.99,42.3,4.653,6.133499999999999,57.076499999999996,3,1,2,1,32.289
98649,Marvin Huie,Male,34,Dinner,No,Yes,Italian,Pasta,Yes,Room,Urban,Free,0.0,Car,Small,High,Good,2023-01-17 19:20:02,2023-01-17 19:24:57,2023-01-17 19:32:38,2023-01-17 19:47:32,27,10.79,2,,4.99,21.58,2.3737999999999997,3.1290999999999993,32.0729,20,9,16,4,197.6728
98658,Beulah Barbera,Female,45,Breakfast,Yes,No,Chinese,Dumpling,Yes,Room,Rural,Premium,101.9,Bike,Medium,High,Good,2023-01-10 01:46:33,2023-01-10 01:48:38,2023-01-10 01:59:21,2023-01-10 02:13:18,26,7.44,1,0.0,,7.44,0.8184,1.0788,,11,5,7,4,59.631600000000006
33128,Issac Johnson,Male,34,Dinner,No,Yes,Thai,Spring Roll,Yes,Hot,Urban,Basic,50.9,Car,Small,Low,Bad,2023-01-14 02:56:15,2023-01-14 03:01:31,2023-01-14 03:10:18,2023-01-14 03:25:08,28,6.22,5,1.99,,31.099999999999998,3.421,4.509499999999999,,1,4,1,0,7.1219
98669,Ashley Whittenbeck,Female,38,Dinner,No,Yes,Italian,Risotto,Yes,Hot,Urban,Basic,50.9,Bike,Medium,High,Good,2023-01-23 19:47:47,2023-01-23 19:51:40,2023-01-23 20:00:36,2023-01-23 20:13:44,25,10.99,2,2.99,,21.98,2.4178,3.1871,,11,15,10,1,125.83550000000001
33135,Lori Hatchett,Female,45,Dinner,Yes,Yes,Thai,Pad Thai,Yes,Cold,Urban,Monthly Basic,4.99,Car,Medium,Low,Bad,2023-01-17 13:07:34,2023-01-17 13:11:28,2023-01-17 13:21:22,2023-01-17 13:36:12,28,8.86,4,1.99,,35.44,3.8983999999999996,5.138799999999999,,7,5,7,0,71.0129
65910,David Mitchell,Male,29,Dinner,Yes,Yes,Indian,Biryani,No,Hot,Urban,Free,0.0,Bike,Small,High,Good,2023-01-16 21:18:06,2023-01-16 21:21:14,2023-01-16 21:30:46,2023-01-16 21:44:15,26,12.73,3,,3.99,38.19,4.2009,5.5375499999999995,51.91845,7,6,5,2,72.87925000000001
65915,Joseph Griggs,Male,16,Dinner,Yes,No,Indian,Butter Chicken,No,Room,Rural,Free,0.0,Bike,Medium,High,Good,2023-01-16 02:09:00,2023-01-16 02:12:36,2023-01-16 02:23:00,2023-01-16 02:36:28,27,14.01,5,,3.99,70.05,7.7055,10.15725,91.90275,17,1,12,5,192.4974
33149,Jennifer Browning,Female,16,Dinner,Yes,Yes,Italian,Prosecco,Yes,Cold,Urban,Basic,50.9,Bike,Large,High,Good,2023-01-15 03:16:22,2023-01-15 03:21:16,2023-01-15 03:30:55,2023-01-15 03:43:09,26,19.59,4,1.99,,78.36,8.6196,11.3622,,8,0,5,3,112.15275
98689,Amy Garcia,Female,68,Lunch,Yes,Yes,Chinese,Noodles,Yes,Cold,Subarban,Monthly Basic,4.99,Car,Medium,Low,Bad,2023-01-07 19:33:36,2023-01-07 19:38:17,2023-01-07 19:48:44,2023-01-07 20:02:42,29,12.28,4,2.99,,49.12,5.4032,7.122399999999999,,20,4,14,6,196.84839999999997
98690,Brenda Abraham,Female,34,Lunch,No,Yes,Italian,Pasta,Yes,Hot,Urban,Basic,50.9,Car,Small,High,Good,2023-01-31 02:33:17,2023-01-31 02:36:20,2023-01-31 02:46:43,2023-01-31 02:57:54,24,20.87,4,0.99,,83.48,9.1828,12.1046,,4,5,3,1,71.68845
65925,Kathy Hrabal,Female,32,Lunch,Yes,Yes,Chinese,Soy Milk,No,Cold,Rural,Monthly Basic,4.99,Car,Small,High,Good,2023-01-06 10:01:26,2023-01-06 10:04:06,2023-01-06 10:12:12,2023-01-06 10:22:48,21,3.97,2,1.99,,7.94,0.8734000000000001,1.1513,,6,14,6,0,27.2739
33162,Melissa Sedillo,Female,30,Dinner,Yes,No,Chinese,Soy Milk,No,Room,Urban,Free,0.0,Bike,Small,Low,Bad,2023-01-23 01:20:10,2023-01-23 01:22:14,2023-01-23 01:30:21,2023-01-23 01:44:01,23,2.04,1,,5.99,2.04,0.22440000000000002,0.2958,8.5502,15,8,15,0,35.037
65932,Joyce Rivers,Female,29,Dinner,No,No,Chinese,Peking Duck,Yes,Room,Urban,Free,0.0,Bike,Large,High,Good,2023-01-13 00:47:13,2023-01-13 00:52:07,2023-01-13 01:02:01,2023-01-13 01:14:38,27,38.29,3,,3.99,114.87,12.6357,16.65615,148.15185000000002,10,6,6,4,263.0523
33164,Dale Abel,Male,33,Lunch,Yes,Yes,Greek,Greek Coffee,No,Hot,Urban,Free,0.0,Car,Small,Low,Bad,2023-01-18 20:50:31,2023-01-18 20:55:31,2023-01-18 21:04:05,2023-01-18 21:19:15,28,3.61,1,,3.99,3.61,0.3971,0.52345,8.52055,14,5,9,5,37.20105
33171,Michael Wright,Male,46,Lunch,Yes,No,Italian,Gelato,Yes,Room,Urban,Free,0.0,Car,Small,Low,Bad,2023-01-18 04:54:44,2023-01-18 04:58:56,2023-01-18 05:09:12,2023-01-18 05:23:39,28,1.72,4,,5.99,6.88,0.7568,0.9975999999999999,14.6244,15,14,10,5,19.694
98709,Lasandra Rice,Female,26,Lunch,Yes,Yes,Chinese,Dumpling,Yes,Room,Urban,Monthly Basic,4.99,Car,Large,High,Good,2023-01-28 04:17:34,2023-01-28 04:21:56,2023-01-28 04:29:58,2023-01-28 04:44:40,27,9.67,1,1.99,,9.67,1.0637,1.4021499999999998,,20,9,16,4,177.1544
98712,Allene Hoes,Female,21,Lunch,No,Yes,Thai,Thai Iced Tea,Yes,Cold,Urban,Free,0.0,Car,Small,High,Good,2023-01-04 20:37:49,2023-01-04 20:42:25,2023-01-04 20:50:54,2023-01-04 21:06:47,28,4.39,2,,4.99,8.78,0.9657999999999999,1.2731,16.008899999999997,7,17,6,1,30.159299999999995
65946,Karen Blackmon,Female,68,Dinner,Yes,Yes,Mexican,Chiles Rellenos,No,Cold,Rural,Free,0.0,Car,Medium,Low,Bad,2023-01-30 06:04:29,2023-01-30 06:09:40,2023-01-30 06:19:59,2023-01-30 06:34:32,30,12.97,1,,4.99,12.97,1.4267,1.88065,21.26735,2,14,2,0,29.7013
65947,Ann Mejia,Female,39,Dinner,No,Yes,Thai,Spring Roll,No,Cold,Urban,Basic,50.9,Car,Small,High,Good,2023-01-05 09:53:40,2023-01-05 09:59:21,2023-01-05 10:07:51,2023-01-05 10:21:39,27,4.44,4,0.99,,17.76,1.9536000000000002,2.5752,,6,8,5,1,25.419000000000004
65949,Michael Staab,Male,32,Dinner,Yes,Yes,Indian,Biryani,No,Room,Subarban,Free,0.0,Car,Small,High,Good,2023-01-28 14:39:12,2023-01-28 14:44:17,2023-01-28 14:54:34,2023-01-28 15:09:42,30,15.53,2,,4.99,31.06,3.4166,4.503699999999999,43.9703,19,14,19,0,337.85515
33184,Hector Looney,Male,19,Lunch,Yes,Yes,Thai,Green Curry,Yes,Room,Urban,Free,0.0,Bike,Medium,High,Good,2023-01-12 03:01:44,2023-01-12 03:06:52,2023-01-12 03:16:08,2023-01-12 03:29:55,28,13.35,3,,5.99,40.05,4.4055,5.807249999999999,56.25275,15,9,10,5,152.8575
33185,Roger Rummel,Male,44,Lunch,Yes,No,Mexican,Chiles Rellenos,Yes,Hot,Rural,Free,0.0,Car,Small,High,Good,2023-01-27 15:06:03,2023-01-27 15:09:57,2023-01-27 15:19:25,2023-01-27 15:29:52,23,13.88,2,,3.99,27.76,3.0536000000000003,4.0252,38.8288,9,4,8,1,127.14080000000001
65955,James Yamashiro,Male,29,Lunch,Yes,Yes,Italian,Tiramisu,Yes,Hot,Urban,Monthly Premium,9.99,Bike,Small,Low,Bad,2023-01-31 13:14:55,2023-01-31 13:18:54,2023-01-31 13:27:49,2023-01-31 13:39:52,24,12.5,4,0.0,,50.0,5.5,7.249999999999999,,5,5,3,2,42.9375
98726,Jerome Carroll,Male,34,Dinner,Yes,No,Italian,Limoncello,Yes,Cold,Urban,Free,0.0,Car,Medium,High,Good,2023-01-04 22:27:14,2023-01-04 22:32:37,2023-01-04 22:43:25,2023-01-04 22:54:27,27,23.75,4,,4.99,95.0,10.45,13.774999999999999,124.21499999999999,3,15,3,0,81.58125
65958,Kim Hendrix,Female,53,Lunch,Yes,Yes,Thai,Spring Roll,No,Cold,Urban,Free,0.0,Car,Large,High,Good,2023-01-24 09:28:14,2023-01-24 09:30:58,2023-01-24 09:38:18,2023-01-24 09:51:52,23,5.13,1,,4.99,5.13,0.5643,0.7438499999999999,11.42815,20,7,14,6,82.23389999999999
65960,James Williams,Male,27,Dinner,Yes,No,Chinese,Peking Duck,Yes,Room,Urban,Monthly Basic,4.99,Car,Medium,High,Good,2023-01-16 17:20:18,2023-01-16 17:22:57,2023-01-16 17:33:38,2023-01-16 17:46:05,25,33.22,2,0.99,,66.44,7.3084,9.633799999999999,,5,12,3,2,114.1107
33193,Bobby Thompson,Male,40,Lunch,Yes,No,Italian,Tiramisu,Yes,Cold,Subarban,Free,0.0,Car,Small,High,Good,2023-01-20 06:53:52,2023-01-20 06:56:53,2023-01-20 07:06:19,2023-01-20 07:18:50,24,8.02,3,,4.99,24.06,2.6466,3.4886999999999997,35.1853,16,5,13,3,119.37769999999999
98730,Michelle Bevan,Female,38,Lunch,Yes,No,Greek,Ice-cream,Yes,Hot,Urban,Free,0.0,Car,Medium,Low,Bad,2023-01-26 23:43:11,2023-01-26 23:48:40,2023-01-26 23:59:28,2023-01-27 00:14:27,31,3.89,1,,3.99,3.89,0.4279,0.5640499999999999,8.87195,6,7,5,1,22.270249999999997
98734,Mary Wilson,Female,24,Dinner,Yes,No,Chinese,Soy Milk,Yes,Cold,Urban,Premium,101.9,Car,Medium,High,Good,2023-01-03 05:49:03,2023-01-03 05:52:08,2023-01-03 06:01:14,2023-01-03 06:15:43,26,2.19,4,0.0,,8.76,0.9636,1.2701999999999998,,8,15,5,3,12.537749999999999
65968,Tracey Reyes,Female,25,Dinner,Yes,No,Italian,Gelato,No,Cold,Urban,Free,0.0,Car,Large,High,Good,2023-01-24 11:46:47,2023-01-24 11:49:27,2023-01-24 11:59:04,2023-01-24 12:13:29,26,1.4,1,,4.99,1.4,0.154,0.20299999999999999,6.747,13,5,10,3,16.03
98740,Antony Clawson,Male,29,Lunch,Yes,Yes,Greek,Ice-cream,Yes,Hot,Urban,Free,0.0,Car,Large,Low,Bad,2023-01-07 18:33:33,2023-01-07 18:36:22,2023-01-07 18:44:44,2023-01-07 18:57:02,23,3.37,1,,3.99,3.37,0.37070000000000003,0.48865,8.21935,11,15,9,2,34.727850000000004
65973,Lori Greenawalt,Female,24,Dinner,No,Yes,Chinese,Jasmine Tea,Yes,Hot,Urban,Basic,50.9,Bike,Small,Low,Bad,2023-01-13 19:13:12,2023-01-13 19:17:33,2023-01-13 19:27:22,2023-01-13 19:38:09,24,3.94,2,0.99,,7.88,0.8668,1.1425999999999998,,6,15,6,0,27.067800000000002
33204,Peggy Adams,Female,38,Breakfast,Yes,Yes,Mexican,Michelada,No,Cold,Urban,Basic,50.9,Bike,Small,High,Good,2023-01-23 20:47:24,2023-01-23 20:51:43,2023-01-23 21:01:03,2023-01-23 21:14:04,26,6.51,5,2.99,,32.55,3.5805,4.7197499999999994,,7,8,6,1,44.7237
33207,Thomas Woods,Male,29,Lunch,No,No,Italian,Lasagna,Yes,Room,Urban,Basic,50.9,Car,Small,High,Good,2023-01-27 01:36:48,2023-01-27 01:41:32,2023-01-27 01:51:57,2023-01-27 02:02:18,25,14.58,3,1.99,,43.74,4.8114,6.3423,,5,6,4,1,66.7764
33209,Gail Wood,Female,56,Lunch,Yes,No,Italian,Gelato,Yes,Cold,Subarban,Monthly Basic,4.99,Car,Large,High,Good,2023-01-27 06:14:54,2023-01-27 06:20:04,2023-01-27 06:31:02,2023-01-27 06:41:15,26,1.72,2,2.99,,3.44,0.3784,0.49879999999999997,,14,16,11,3,21.663399999999996
33211,Eileen Sugarman,Female,13,Lunch,No,No,Chinese,Bubble Tea,No,Room,Urban,Monthly Basic,4.99,Bike,Medium,Low,Bad,2023-01-23 22:12:51,2023-01-23 22:18:37,2023-01-23 22:28:16,2023-01-23 22:38:18,25,3.0,2,0.99,,6.0,0.66,0.8699999999999999,,10,8,8,2,27.48
33214,Margaret Kidd,Female,22,Lunch,Yes,No,Chinese,Hot pot,Yes,Hot,Rural,Monthly Basic,4.99,Car,Large,High,Good,2023-01-22 07:32:27,2023-01-22 07:34:58,2023-01-22 07:45:06,2023-01-22 07:59:48,27,40.27,5,1.99,,201.35000000000002,22.148500000000002,29.19575,,17,10,12,5,553.3098
33215,Annette Lee,Female,60,Breakfast,No,Yes,Chinese,Dumpling,Yes,Cold,Subarban,Free,0.0,Car,Medium,Low,Bad,2023-01-27 17:04:03,2023-01-27 17:09:39,2023-01-27 17:20:22,2023-01-27 17:32:44,28,8.83,1,,4.99,8.83,0.9713,1.2803499999999999,16.071649999999998,8,4,8,0,80.8828
65984,Evelyn Orouke,Female,33,Lunch,Yes,Yes,Indian,Lassi,Yes,Cold,Urban,Premium,101.9,Car,Medium,High,Good,2023-01-12 10:27:31,2023-01-12 10:33:15,2023-01-12 10:42:04,2023-01-12 10:54:44,27,4.11,4,0.0,,16.44,1.8084000000000002,2.3838,,8,2,8,0,37.647600000000004
33220,Yvonne King,Female,17,Dinner,No,Yes,Indian,Lassi,No,Hot,Urban,Free,0.0,Car,Small,Low,Bad,2023-01-06 17:52:11,2023-01-06 17:57:09,2023-01-06 18:06:36,2023-01-06 18:21:59,29,4.09,5,,5.99,20.45,2.2495,2.9652499999999997,31.65475,1,11,1,0,4.68305
98757,Alfred Anderson,Male,19,Lunch,Yes,Yes,Greek,Greek Coffee,Yes,Room,Urban,Basic,50.9,Car,Medium,Low,Bad,2023-01-11 18:39:36,2023-01-11 18:44:50,2023-01-11 18:54:50,2023-01-11 19:10:05,30,2.39,2,0.99,,4.78,0.5258,0.6930999999999999,,15,13,11,4,30.102050000000002
33239,Amy Stroud,Female,22,Lunch,Yes,Yes,Italian,Lasagna,Yes,Cold,Subarban,Monthly Premium,9.99,Car,Small,Low,Bad,2023-01-29 07:57:06,2023-01-29 08:00:51,2023-01-29 08:08:43,2023-01-29 08:23:41,26,19.01,4,0.0,,76.04,8.364400000000002,11.0258,,2,17,1,1,21.766450000000003
66008,Mary Fairchild,Female,30,Breakfast,Yes,Yes,Chinese,Soy Milk,No,Hot,Subarban,Monthly Basic,4.99,Bike,Small,Low,Bad,2023-01-02 05:15:34,2023-01-02 05:18:32,2023-01-02 05:27:46,2023-01-02 05:38:07,22,2.3,1,1.99,,2.3,0.253,0.33349999999999996,,18,8,12,6,31.601999999999997
98777,Rose Davis,Female,23,Dinner,Yes,No,Chinese,Hot pot,No,Room,Urban,Basic,50.9,Car,Medium,High,Good,2023-01-06 06:25:28,2023-01-06 06:28:32,2023-01-06 06:39:21,2023-01-06 06:50:13,24,40.54,1,2.99,,40.54,4.4594,5.878299999999999,,7,16,4,3,185.6732
33242,Pamela Yarbrough,Female,17,Dinner,No,No,Italian,Lasagna,Yes,Cold,Subarban,Monthly Basic,4.99,Bike,Small,Low,Bad,2023-01-29 16:20:48,2023-01-29 16:24:13,2023-01-29 16:31:18,2023-01-29 16:43:49,23,12.21,2,0.99,,24.42,2.6862000000000004,3.5409,,18,4,13,5,181.74585000000002
98779,Doris Potts,Female,42,Lunch,No,Yes,Thai,Hot Soup,Yes,Room,Urban,Monthly Premium,9.99,Car,Large,High,Good,2023-01-09 02:41:15,2023-01-09 02:44:40,2023-01-09 02:55:21,2023-01-09 03:08:00,26,5.28,3,0.0,,15.84,1.7424,2.2967999999999997,,7,4,5,2,30.228
66012,Lillie Diggs,Female,30,Breakfast,No,No,Italian,Pasta,No,Room,Urban,Monthly Basic,4.99,Car,Small,High,Good,2023-01-30 10:09:23,2023-01-30 10:14:34,2023-01-30 10:24:26,2023-01-30 10:38:46,29,19.4,2,2.99,,38.8,4.268,5.6259999999999994,,11,16,9,2,199.917
66013,Teresa Ball,Female,19,Breakfast,Yes,Yes,Indian,Butter Chicken,No,Cold,Subarban,Monthly Premium,9.99,Bike,Small,Low,Bad,2023-01-18 18:56:19,2023-01-18 19:00:23,2023-01-18 19:08:29,2023-01-18 19:23:10,26,19.27,4,0.0,,77.08,8.4788,11.176599999999999,,14,15,13,1,286.83394999999996
66011,Kristine Childs,Female,45,Dinner,Yes,Yes,Chinese,Jasmine Tea,Yes,Room,Urban,Free,0.0,Car,Large,Low,Bad,2023-01-14 08:01:58,2023-01-14 08:04:15,2023-01-14 08:13:55,2023-01-14 08:25:02,23,4.43,1,,4.99,4.43,0.48729999999999996,0.6423499999999999,10.54965,2,6,1,1,5.072349999999999
98784,Thomas Clark,Male,25,Dinner,Yes,No,Chinese,Soy Milk,Yes,Cold,Subarban,Monthly Premium,9.99,Car,Small,High,Good,2023-01-27 11:17:34,2023-01-27 11:22:04,2023-01-27 11:32:23,2023-01-27 11:46:44,29,3.56,3,0.0,,10.68,1.1748,1.5485999999999998,,7,11,5,2,20.381
66018,Kimberly Spasiano,Female,31,Dinner,No,Yes,Greek,Souvlaki,Yes,Hot,Urban,Free,0.0,Car,Large,High,Good,2023-01-06 01:41:35,2023-01-06 01:46:18,2023-01-06 01:54:03,2023-01-06 02:06:47,25,9.14,5,,3.99,45.7,5.027,6.6265,61.343500000000006,10,14,8,2,83.72240000000001
33250,Leah Kyung,Female,14,Lunch,No,No,Chinese,Hot pot,No,Room,Subarban,Free,0.0,Car,Small,High,Good,2023-01-22 02:38:54,2023-01-22 02:42:03,2023-01-22 02:49:47,2023-01-22 03:01:05,22,48.64,4,,5.99,194.56,21.401600000000002,28.211199999999998,250.1628,14,13,14,0,779.6992
66024,Larry Bruner,Male,59,Dinner,Yes,Yes,Italian,Pizza,No,Cold,Urban,Monthly Basic,4.99,Bike,Large,Low,Bad,2023-01-18 20:49:13,2023-01-18 20:55:02,2023-01-18 21:04:43,2023-01-18 21:15:09,25,24.35,1,1.99,,24.35,2.6785,3.53075,,19,18,16,3,446.09200000000004
33259,Orville Turner,Male,35,Lunch,No,Yes,Thai,Coconut Water,Yes,Hot,Urban,Premium,101.9,Car,Small,Low,Bad,2023-01-01 02:49:19,2023-01-01 02:54:57,2023-01-01 03:04:23,2023-01-01 03:18:47,29,3.5,5,0.0,,17.5,1.925,2.5374999999999996,,13,4,10,3,40.075
98796,Shari Roberts,Female,34,Lunch,No,No,Italian,Gelato,Yes,Cold,Urban,Monthly Basic,4.99,Car,Large,High,Good,2023-01-17 02:01:43,2023-01-17 02:05:49,2023-01-17 02:13:36,2023-01-17 02:29:04,27,2.63,4,0.99,,10.52,1.1572,1.5253999999999999,,15,2,11,4,33.12485
33262,Kathleen Rivard,Female,59,Dinner,Yes,No,Italian,Gelato,Yes,Hot,Urban,Premium,101.9,Bike,Small,Low,Bad,2023-01-27 00:31:56,2023-01-27 00:34:15,2023-01-27 00:41:41,2023-01-27 00:53:34,21,2.89,1,0.0,,2.89,0.3179,0.41905,,5,7,5,0,16.545250000000003
66034,Josefina Salerno,Female,18,Lunch,Yes,No,Greek,Mythos Beer,Yes,Cold,Urban,Premium,101.9,Bike,Small,High,Good,2023-01-04 07:49:06,2023-01-04 07:52:03,2023-01-04 08:02:12,2023-01-04 08:12:24,23,4.04,1,0.0,,4.04,0.4444,0.5858,,4,2,2,2,9.2516
66035,Ryan Howe,Male,32,Lunch,Yes,No,Chinese,Soy Milk,No,Cold,Subarban,Free,0.0,Bike,Small,High,Good,2023-01-28 01:26:21,2023-01-28 01:28:22,2023-01-28 01:38:20,2023-01-28 01:53:19,26,3.52,3,,3.99,10.56,1.1616,1.5312,17.242800000000003,4,14,3,1,12.0912
33270,Rachel Freeman,Female,26,Breakfast,No,No,Chinese,Jasmine Tea,Yes,Hot,Subarban,Free,0.0,Car,Medium,Low,Bad,2023-01-15 14:58:54,2023-01-15 15:04:31,2023-01-15 15:12:10,2023-01-15 15:26:24,27,3.98,1,,3.99,3.98,0.4378,0.5771,8.9849,2,2,1,1,4.5571
98808,Charles Ellis,Male,28,Lunch,Yes,No,Japanese,Ramune Soda,No,Cold,Subarban,Free,0.0,Bike,Medium,High,Good,2023-01-24 15:40:24,2023-01-24 15:42:33,2023-01-24 15:50:57,2023-01-24 16:06:11,25,2.42,2,,4.99,4.84,0.5324,0.7018,11.0642,7,2,7,0,19.396299999999997
33278,Corey Mason,Male,46,Lunch,Yes,Yes,Italian,Limoncello,No,Hot,Urban,Monthly Basic,4.99,Car,Small,Low,Bad,2023-01-28 02:07:24,2023-01-28 02:13:03,2023-01-28 02:23:20,2023-01-28 02:37:14,29,18.63,5,1.99,,93.14999999999999,10.2465,13.506749999999998,,13,12,12,1,255.9762
98814,Richard Cordes,Male,21,Dinner,No,Yes,Chinese,Dumpling,Yes,Room,Urban,Free,0.0,Car,Medium,High,Good,2023-01-17 21:02:56,2023-01-17 21:08:13,2023-01-17 21:15:47,2023-01-17 21:26:07,23,6.47,1,,4.99,6.47,0.7117,0.9381499999999999,13.10985,17,3,17,0,125.93854999999999
33283,Charlotte Larson,Female,46,Breakfast,Yes,Yes,Chinese,Jasmine Tea,Yes,Cold,Urban,Monthly Basic,4.99,Car,Small,High,Good,2023-01-15 09:17:46,2023-01-15 09:20:17,2023-01-15 09:28:04,2023-01-15 09:38:55,21,3.14,3,1.99,,9.42,1.0362,1.3659,,4,14,3,1,10.7859
